IRI	Label	Issue
http://purl.obolibrary.org/obo/OMRSE_00000068	is administered by	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000070	is enrolled in school	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000071	is admitted to hospital	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000167	provides service	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000247	is abuse of	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000248	has aggressor	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000260	lives in	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000263	demarcates	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000264	demarcated by	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000272	has primary data subject	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000273	primary data subject of	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000275	has reporter	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000276	reporter of	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000136	date	not an RO property
http://purl.obolibrary.org/obo/OMRSE_00000137	time of day	not an RO property
