IRI	Label	Issue
http://purl.obolibrary.org/obo/SCDO_0000031	age of onset modified by	not an RO property
http://purl.obolibrary.org/obo/SCDO_0000469	has clinical code	not an RO property
http://purl.obolibrary.org/obo/SCDO_0000474	has output measurement	not an RO property
http://purl.obolibrary.org/obo/SCDO_0000475	uses medical device	not an RO property
http://purl.obolibrary.org/obo/SCDO_0000660	caused or contributed to by	not an RO property
http://purl.obolibrary.org/obo/SCDO_0000663	diagnosed using tool	not an RO property
http://purl.obolibrary.org/obo/SCDO_0000664	treated with	not an RO property
http://purl.obolibrary.org/obo/SCDO_0000772	mortality modified by	not an RO property
http://purl.obolibrary.org/obo/SCDO_0001139	temporal pattern modified by	not an RO property
http://purl.obolibrary.org/obo/SCDO_0001297	has essential measure	not an RO property
http://purl.obolibrary.org/obo/SCDO_0001364	has mode of inheritance	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000005	modified by	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000015	modifies	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000018	treats	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000171	has diagnostic device	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000172	has causal genotype	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000175	is icd-10-cm code type	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000180	manifestation of	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000182	symptom of	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000183	causes or contributes to	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000184	contributes to genotype	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000188	studied in	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000189	associated via	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000190	obtained via diagnostic tool	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000191	used by diagnostic tool	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000192	uses diagnostic device	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000193	output of diagnostic device	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000194	measures	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000196	has contributing genetic variation	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000199	induced by	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000202	caused by	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000203	has risk factor	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000204	risk factor for	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000210	has causal or contributing genetic variation	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000217	causes or contributes to molecular phenotype	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000218	has manifestation	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000219	diagnosed by	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000220	diagnosed using measurement	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000222	causes molecular phenotype	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000223	has causal molecular phenotype	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000525	is question type	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000526	has answer option	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000528	collects	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000771	has answer standard unit	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000772	has possible finding	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000773	diagnosed using finding	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000782	has reference range standard unit	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000785	code requires phenotype	not an RO property
http://purl.obolibrary.org/obo/SCDO_1110663	in guideline	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000523	has lln	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000524	has uln	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000529	min number of selections allowed	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000530	max number of selections allowed	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000776	has lln male	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000777	has lln female	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000778	has lln pediatric	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000779	has uln male	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000780	has uln female	not an RO property
http://purl.obolibrary.org/obo/SCDO_1000781	has uln pediatric	not an RO property
