IRI	Label	Issue
http://purl.obolibrary.org/obo/MONDO_0100332	disease has primary infectious agent	not an RO property
http://purl.obolibrary.org/obo/MONDO_0100333	disease caused by reactivation of latent infectious agent	not an RO property
http://purl.obolibrary.org/obo/MONDO_0700097	cross-species analog	not an RO property
http://purl.obolibrary.org/obo/mondo#disease_causes_feature	disease causes feature	not an RO property
http://purl.obolibrary.org/obo/mondo#disease_has_basis_in_accumulation_of	disease has basis in accumulation of	not an RO property
http://purl.obolibrary.org/obo/mondo#disease_has_basis_in_development_of	disease_has_basis_in_development_of	not an RO property
http://purl.obolibrary.org/obo/mondo#disease_has_major_feature	disease has major feature	not an RO property
http://purl.obolibrary.org/obo/mondo#disease_responds_to	disease responds to	not an RO property
http://purl.obolibrary.org/obo/mondo#disease_shares_features_of	disease shares features of	not an RO property
http://purl.obolibrary.org/obo/mondo#disease_triggers	disease triggers	not an RO property
http://purl.obolibrary.org/obo/mondo#has_onset	has onset	not an RO property
http://purl.obolibrary.org/obo/mondo#has_onset_before	has_onset_before	not an RO property
http://purl.obolibrary.org/obo/mondo#has_onset_during_or_after	has_onset_during_or_after	not an RO property
http://purl.obolibrary.org/obo/mondo#part_of_progression_of_disease	part of progression of disease	not an RO property
http://purl.obolibrary.org/obo/mondo#predisposes_towards	predisposes towards	not an RO property
